StationID,time,lat,lon,Wave_Height_Significant,Wave_Maximum_Height,Wave_Peak_Period,Wave_Mean_Period,Wind_Speed,Wind_Gust_Speed,Wind_Direction,Air_Pressure,Sea_Temperature,Current_Speed
Vector_CWB_FB_C6V27,2026-05-30 20:00:00,21.0636,118.8572,1.1,,,5,4.2,,16,1008.4,,0.18
Vector_CWB_FB_C6V27,2026-05-30 21:00:00,21.0636,118.8572,1,,,5,5.1,,9,1009.2,,0.21
Vector_CWB_FB_C6V27,2026-05-30 22:00:00,21.0636,118.8572,0.9,,,4.9,4.7,,23,1009.3,,0.41
Vector_CWB_FB_C6V27,2026-05-31 00:00:00,21.0636,118.8572,1.2,,,5.3,3,,32,1008.5,,0.36
Vector_CWB_FB_C6V27,2026-05-31 01:00:00,21.0636,118.8572,1.1,,,5.2,5,,99,1008,,0.38
Vector_CWB_FB_C6W08,2026-05-29 00:00:00,26.3525,120.5153,1,,,4.1,7.8,,62,1008.7,23.8,0.52
Vector_CWB_FB_C6W08,2026-05-29 01:00:00,26.3525,120.5153,0.9,,,4.1,6.9,,51,1009.5,23.9,0.61
Vector_CWB_FB_C6W08,2026-05-29 02:00:00,26.3525,120.5153,1,,,4.3,4.6,,53,1009.7,23.9,0.39
Vector_CWB_FB_C6W08,2026-05-29 03:00:00,26.3525,120.5153,1,,,4.3,4.4,,27,1009.9,24.1,0.27
Vector_CWB_FB_C6W08,2026-05-29 04:00:00,26.3525,120.5153,1,,,4.9,4.6,,21,1010.2,24,0.08
Vector_CWB_FB_C6W08,2026-05-29 05:00:00,26.3525,120.5153,1.1,,,4.5,5.8,,18,1010.1,24.3,0.33
Vector_CWB_FB_C6W08,2026-05-29 06:00:00,26.3525,120.5153,0.9,,,4.2,6.7,,25,1010.4,24.3,0.3
Vector_CWB_FB_C6W08,2026-05-29 07:00:00,26.3525,120.5153,1,,,4.2,6.1,,46,1011.5,24.3,0.39
Vector_CWB_FB_C6W08,2026-05-29 08:00:00,26.3525,120.5153,1,,,4.2,6.1,,31,1012,24.6,0.28
Vector_CWB_FB_C6W08,2026-05-29 09:00:00,26.3525,120.5153,0.9,,,4.1,6.7,,29,1012.1,24.7,0.04
Vector_CWB_FB_C6W08,2026-05-29 10:00:00,26.3525,120.5153,0.9,,,4.3,5.3,,38,1012.1,24.7,0.11
Vector_CWB_FB_C6W08,2026-05-29 11:00:00,26.3525,120.5153,0.8,,,4.4,4.8,,38,1012.2,25,0.3
Vector_CWB_FB_C6W08,2026-05-29 12:00:00,26.3525,120.5153,0.7,,,4.5,4.7,,33,1012,25,0.44
Vector_CWB_FB_C6W08,2026-05-29 13:00:00,26.3525,120.5153,0.8,,,4.5,4.1,,23,1011.4,25.1,0.71
Vector_CWB_FB_C6W08,2026-05-29 14:00:00,26.3525,120.5153,0.6,,,4.4,4.6,,20,1011.3,25.1,0.66
Vector_CWB_FB_C6W08,2026-05-29 15:00:00,26.3525,120.5153,0.7,,,4.6,4.5,,28,1010.2,25.1,0.53
Vector_CWB_FB_C6W08,2026-05-29 16:00:00,26.3525,120.5153,0.7,,,4.1,5.3,,34,1010.1,25.3,0.37
Vector_CWB_FB_C6W08,2026-05-29 17:00:00,26.3525,120.5153,0.8,,,4.1,5.7,,40,1009.6,25.3,0.16
Vector_CWB_FB_C6W08,2026-05-29 18:00:00,26.3525,120.5153,0.8,,,4,5.7,,47,1010.2,25.1,0.22
Vector_CWB_FB_C6W08,2026-05-29 19:00:00,26.3525,120.5153,0.8,,,4.1,5.9,,49,1010.4,24.9,0.17
Vector_CWB_FB_C6W08,2026-05-29 20:00:00,26.3525,120.5153,0.8,,,4.2,5.1,,51,1011.1,24.9,0.23
Vector_CWB_FB_C6W08,2026-05-29 21:00:00,26.3525,120.5153,0.8,,,4.2,4.6,,45,1012,24.9,0.21
Vector_CWB_FB_C6W08,2026-05-29 22:00:00,26.3525,120.5153,0.9,,,4.3,4.5,,44,1013,24.9,0.11
Vector_CWB_FB_C6W08,2026-05-29 23:00:00,26.3525,120.5153,0.9,,,4.5,5.2,,51,1012.4,24.9,0.16
Vector_CWB_FB_C6W08,2026-05-30 00:00:00,26.3525,120.5153,0.9,,,4.5,6.1,,47,1012.5,24.4,0.33
Vector_CWB_FB_C6W08,2026-05-30 01:00:00,26.3525,120.5153,0.9,,,4.5,7.1,,33,1012,24.4,0.41
Vector_CWB_FB_C6W08,2026-05-30 02:00:00,26.3525,120.5153,1,,,4.7,7,,30,1012,24.9,0.65
Vector_CWB_FB_C6W08,2026-05-30 03:00:00,26.3525,120.5153,1.1,,,4.5,6.6,,35,1011.4,24.9,0.51
Vector_CWB_FB_C6W08,2026-05-30 04:00:00,26.3525,120.5153,1.2,,,4.7,6.6,,34,1011.5,24.8,0.41
Vector_CWB_FB_C6W08,2026-05-30 05:00:00,26.3525,120.5153,1.2,,,4.3,7.3,,41,1011.4,24.8,0.36
Vector_CWB_FB_C6W08,2026-05-30 06:00:00,26.3525,120.5153,1.5,,,4.4,8.4,,41,1011.5,24.7,0.35
Vector_CWB_FB_C6W08,2026-05-30 07:00:00,26.3525,120.5153,1.5,,,4.3,7.9,,37,1012.2,24.7,0.42
Vector_CWB_FB_C6W08,2026-05-30 08:00:00,26.3525,120.5153,1.2,,,4.2,8.4,,34,1012,24.7,0.39
Vector_CWB_FB_C6W08,2026-05-30 09:00:00,26.3525,120.5153,,,,,8.9,,40,1011.4,24.7,0.32
Vector_CWB_FB_C6W08,2026-05-30 10:00:00,26.3525,120.5153,1.3,,,4.3,8.1,,34,1012.7,24.7,0.21
Vector_CWB_FB_C6W08,2026-05-30 11:00:00,26.3525,120.5153,1.2,,,4.4,7.6,,46,1012.5,24.7,0.09
Vector_CWB_FB_C6W08,2026-05-30 12:00:00,26.3525,120.5153,1.2,,,4.8,7,,36,1012.6,24.8,0.16
Vector_CWB_FB_C6W08,2026-05-30 13:00:00,26.3525,120.5153,1.2,,,5.1,7,,50,1011.9,24,0.78
Vector_CWB_FB_C6W08,2026-05-30 14:00:00,26.3525,120.5153,1.3,,,5,6.9,,40,1011.5,24.8,0.55
Vector_CWB_FB_C6W08,2026-05-30 15:00:00,26.3525,120.5153,1.2,,,5,7.1,,52,1011.1,24.7,0.54
Vector_CWB_FB_C6W08,2026-05-30 16:00:00,26.3525,120.5153,1.4,,,5,7.4,,48,1010.8,24.7,0.38
Vector_CWB_FB_C6W08,2026-05-30 17:00:00,26.3525,120.5153,1.6,,,5.1,7.4,,45,1010.7,24.7,0.26
Vector_CWB_FB_C6W08,2026-05-30 18:00:00,26.3525,120.5153,1.3,,,4.7,6.9,,62,1010.9,24.7,0.34
Vector_CWB_FB_C6W08,2026-05-30 19:00:00,26.3525,120.5153,1.3,,,4.5,7.5,,62,1011.1,24.6,0.18
Vector_CWB_FB_C6W08,2026-05-30 20:00:00,26.3525,120.5153,1.3,,,4.6,7.5,,59,1011.4,24.6,0.33
Vector_CWB_FB_C6W08,2026-05-30 21:00:00,26.3525,120.5153,1.3,,,4.4,7.1,,60,1012.1,24.6,0.11
Vector_CWB_FB_C6W08,2026-05-30 22:00:00,26.3525,120.5153,1.2,,,4.3,6.6,,51,1012.2,24.6,0.06
Vector_CWB_FB_C6W08,2026-05-30 23:00:00,26.3525,120.5153,1.2,,,4.5,6,,53,1011.7,24.6,0.31
Vector_CWB_FB_C6W08,2026-05-31 00:00:00,26.3525,120.5153,1.3,,,5,5.7,,45,1011.3,24.6,0.24
Vector_CWB_FB_C6W08,2026-05-31 01:00:00,26.3525,120.5153,1.3,,,5.2,6.5,,33,1010.9,24.5,0.34
Vector_CWB_FB_C6W10,2026-05-29 00:00:00,23.191,119.6647,0.5,,,4.2,1.7,,218,1008.7,27.5,0.4
Vector_CWB_FB_C6W10,2026-05-29 01:00:00,23.191,119.6647,0.5,,,4.3,1.7,,201,1009,27.4,0.36
Vector_CWB_FB_C6W10,2026-05-29 02:00:00,23.191,119.6647,0.5,,,4.3,3,,175,1008.7,27.4,0.2
Vector_CWB_FB_C6W10,2026-05-29 04:00:00,23.191,119.6647,0.5,,,4.5,4.3,,266,1009.1,27.2,0.42
Vector_CWB_FB_C6W10,2026-05-29 05:00:00,23.191,119.6647,0.4,,,4.7,3.6,,275,1009.2,27.5,0.21
Vector_CWB_FB_C6W10,2026-05-29 06:00:00,23.191,119.6647,0.4,,,4.4,4,,283,1009.5,27.5,0.42
Vector_CWB_FB_C6W10,2026-05-29 07:00:00,23.191,119.6647,0.3,,,4.5,2.9,,313,1009.7,27.6,0.49
Vector_CWB_FB_C6W10,2026-05-29 08:00:00,23.191,119.6647,0.3,,,4.4,3.2,,3,1009.7,27.7,
Vector_CWB_FB_C6W10,2026-05-29 09:00:00,23.191,119.6647,0.4,,,4.3,3.7,,42,1009.6,27.7,0.41
Vector_CWB_FB_C6W10,2026-05-29 10:00:00,23.191,119.6647,0.4,,,4.1,3,,23,1009.4,27.9,0.26
Vector_CWB_FB_C6W10,2026-05-29 11:00:00,23.191,119.6647,0.4,,,4.3,4.9,,4,1009,28.1,0.15
Vector_CWB_FB_C6W10,2026-05-29 12:00:00,23.191,119.6647,0.4,,,4.4,5,,6,1008.5,28.1,0.26
Vector_CWB_FB_C6W10,2026-05-29 13:00:00,23.191,119.6647,0.4,,,4.3,5.4,,4,1007.9,28,0.38
Vector_CWB_FB_C6W10,2026-05-29 14:00:00,23.191,119.6647,0.4,,,3.9,5.5,,357,1007.3,27.2,0.19
Vector_CWB_FB_C6W10,2026-05-29 15:00:00,23.191,119.6647,0.5,,,4,5.1,,351,1006.8,27.4,0.26
Vector_CWB_FB_C6W10,2026-05-29 16:00:00,23.191,119.6647,0.6,,,4.1,8.5,,13,1006.6,28.2,0.42
Vector_CWB_FB_C6W10,2026-05-29 17:00:00,23.191,119.6647,0.6,,,4.2,8.9,,28,1006.6,28,0.59
Vector_CWB_FB_C6W10,2026-05-29 18:00:00,23.191,119.6647,0.7,,,4.6,7.9,,28,1007.4,28,0.62
Vector_CWB_FB_C6W10,2026-05-29 19:00:00,23.191,119.6647,0.8,,,5.5,7.9,,30,1008,28,0.1
Vector_CWB_FB_C6W10,2026-05-29 20:00:00,23.191,119.6647,0.8,,,5.2,7.6,,22,1008.8,27.7,0.62
Vector_CWB_FB_C6W10,2026-05-29 21:00:00,23.191,119.6647,0.9,,,5.1,7.1,,18,1009.7,27.7,0.65
Vector_CWB_FB_C6W10,2026-05-29 22:00:00,23.191,119.6647,0.9,,,4.7,7.7,,34,1010.2,27.5,0.34
Vector_CWB_FB_C6W10,2026-05-29 23:00:00,23.191,119.6647,1,,,4.3,7,,32,1009.6,27.5,0.25
Vector_CWB_FB_C6W10,2026-05-30 00:00:00,23.191,119.6647,1,,,4.6,7,,17,1009.7,27.4,0.47
Vector_CWB_FB_C6W10,2026-05-30 01:00:00,23.191,119.6647,0.9,,,4.8,7.8,,360,1009.2,27.4,0.48
Vector_CWB_FB_C6W10,2026-05-30 02:00:00,23.191,119.6647,0.8,,,4.7,7.8,,2,1008.8,27.3,0.33
Vector_CWB_FB_C6W10,2026-05-30 03:00:00,23.191,119.6647,0.8,,,4.8,8.4,,358,1008.1,27.1,0.13
Vector_CWB_FB_C6W10,2026-05-30 04:00:00,23.191,119.6647,1.3,,,5.3,8.2,,18,1007.7,27.4,0.43
Vector_CWB_FB_C6W10,2026-05-30 05:00:00,23.191,119.6647,1.2,,,5.1,7.6,,19,1008.4,27.5,0.35
Vector_CWB_FB_C6W10,2026-05-30 06:00:00,23.191,119.6647,0.8,,,5,6.7,,16,1008.6,27.6,0.45
Vector_CWB_FB_C6W10,2026-05-30 07:00:00,23.191,119.6647,0.9,,,5.2,6.5,,10,1009.1,27.8,0.45
Vector_CWB_FB_C6W10,2026-05-30 08:00:00,23.191,119.6647,0.8,,,5.3,6.7,,4,1009.1,27.9,0.39
Vector_CWB_FB_C6W10,2026-05-30 09:00:00,23.191,119.6647,0.8,,,5,7.5,,360,1009.4,27.8,0.56
Vector_CWB_FB_C6W10,2026-05-30 10:00:00,23.191,119.6647,0.9,,,4.7,7.6,,3,1009.6,27.8,0.35
Vector_CWB_FB_C6W10,2026-05-30 11:00:00,23.191,119.6647,0.9,,,4.1,7.6,,360,1009.3,27.9,0.35
Vector_CWB_FB_C6W10,2026-05-30 12:00:00,23.191,119.6647,0.8,,,3.9,8.4,,11,1008.6,27.8,0.24
Vector_CWB_FB_C6W10,2026-05-30 13:00:00,23.191,119.6647,0.7,,,4.3,9.2,,7,1008.1,27.9,0.34
Vector_CWB_FB_C6W10,2026-05-30 14:00:00,23.191,119.6647,0.9,,,4.4,9,,5,1007.4,27.8,0.18
Vector_CWB_FB_C6W10,2026-05-30 15:00:00,23.191,119.6647,1.3,,,5,9.2,,8,1006.8,27.9,0.31
Vector_CWB_FB_C6W10,2026-05-30 16:00:00,23.191,119.6647,1.6,,,5.5,9.9,,8,1006.6,28,0.48
Vector_CWB_FB_C6W10,2026-05-30 17:00:00,23.191,119.6647,1.4,,,5.5,9.4,,16,1006.6,28.1,0.48
Vector_CWB_FB_C6W10,2026-05-30 18:00:00,23.191,119.6647,1.3,,,5.5,10.4,,17,1006.5,28,0.66
Vector_CWB_FB_C6W10,2026-05-30 19:00:00,23.191,119.6647,1.4,,,5.7,10.7,,23,1007.2,27.9,0.42
Vector_CWB_FB_C6W10,2026-05-30 20:00:00,23.191,119.6647,1.3,,,5.7,10.5,,29,1007.7,27.8,0.78
Vector_CWB_FB_C6W10,2026-05-30 21:00:00,23.191,119.6647,1.5,,,6.6,10.4,,30,1008.4,27.8,0.8
Vector_CWB_FB_C6W10,2026-05-31 00:00:00,23.191,119.6647,1.4,,,4.7,8.4,,38,1008.3,27.4,0.55
Vector_CWB_FB_C6W10,2026-05-31 01:00:00,23.191,119.6647,1.1,,,4.5,8.4,,27,1007.4,27.5,0.62
Vector_CWB_FB_C6AH2,2026-05-29 00:00:00,25.305,121.5364,0.4,,,4,2,,290,1010,26.9,0.47
Vector_CWB_FB_C6AH2,2026-05-29 01:00:00,25.305,121.5364,0.5,,,4.2,,,,1009.8,26.9,0.38
Vector_CWB_FB_C6AH2,2026-05-29 02:00:00,25.305,121.5364,0.5,,,3.9,1.3,,4,1009.3,27.3,0.14
Vector_CWB_FB_C6AH2,2026-05-29 03:00:00,25.305,121.5364,0.5,,,4.4,1.3,,53,1009.3,27.1,0.49
Vector_CWB_FB_C6AH2,2026-05-29 04:00:00,25.305,121.5364,0.4,,,4.7,1.1,,164,1009.1,26.4,0.68
Vector_CWB_FB_C6AH2,2026-05-29 05:00:00,25.305,121.5364,0.4,,,4.6,2.6,,280,1008.8,26.6,0.53
Vector_CWB_FB_C6AH2,2026-05-29 06:00:00,25.305,121.5364,0.6,,,3.7,9,,42,1010.2,25.8,0.5
Vector_CWB_FB_C6AH2,2026-05-29 07:00:00,25.305,121.5364,0.7,,,3.7,4.5,,112,1011.1,26.6,0.34
Vector_CWB_FB_C6AH2,2026-05-29 08:00:00,25.305,121.5364,0.5,,,4,3.7,,98,1011.8,26.7,0.39
Vector_CWB_FB_C6AH2,2026-05-29 09:00:00,25.305,121.5364,0.5,,,4.3,5.1,,56,1012.3,26.1,0.55
Vector_CWB_FB_C6AH2,2026-05-29 10:00:00,25.305,121.5364,0.9,,,4.5,6.4,,48,1012.2,27,1.47
Vector_CWB_FB_C6AH2,2026-05-29 11:00:00,25.305,121.5364,0.6,,,4.6,4.6,,66,1012.5,27,1.08
Vector_CWB_FB_C6AH2,2026-05-29 12:00:00,25.305,121.5364,0.9,,,5,4.7,,84,1011.8,26.9,0.87
Vector_CWB_FB_C6AH2,2026-05-29 13:00:00,25.305,121.5364,0.9,,,4.7,5.5,,76,1011.3,27.1,0.56
Vector_CWB_FB_C6AH2,2026-05-29 14:00:00,25.305,121.5364,0.9,,,4.7,6.2,,71,1010.7,27.2,0.22
Vector_CWB_FB_C6AH2,2026-05-29 15:00:00,25.305,121.5364,0.8,,,4.6,7.1,,64,1010.5,27.3,0.62
Vector_CWB_FB_C6AH2,2026-05-29 16:00:00,25.305,121.5364,0.8,,,4.4,7.3,,65,1009.7,26.7,0.54
Vector_CWB_FB_C6AH2,2026-05-29 17:00:00,25.305,121.5364,1,,,4.1,7.4,,65,1010,27.1,0.5
Vector_CWB_FB_C6AH2,2026-05-29 18:00:00,25.305,121.5364,0.8,,,4.2,6.9,,79,1010.6,27,0.29
Vector_CWB_FB_C6AH2,2026-05-29 19:00:00,25.305,121.5364,0.9,,,4.3,6.8,,92,1011.3,26.4,0.04
Vector_CWB_FB_C6AH2,2026-05-29 20:00:00,25.305,121.5364,0.7,,,4.7,5.8,,89,1011.7,26.2,0.13
Vector_CWB_FB_C6AH2,2026-05-29 21:00:00,25.305,121.5364,0.8,,,4.6,6.1,,78,1012.1,26.1,0.21
Vector_CWB_FB_C6AH2,2026-05-29 22:00:00,25.305,121.5364,0.9,,,5,6.2,,103,1012.4,26.4,0.73
Vector_CWB_FB_C6AH2,2026-05-29 23:00:00,25.305,121.5364,1.1,,,5.5,6.1,,86,1012.3,27.1,1.18
Vector_CWB_FB_C6AH2,2026-05-30 00:00:00,25.305,121.5364,1,,,5.7,6.7,,80,1011.7,26.7,0.82
Vector_CWB_FB_C6AH2,2026-05-30 01:00:00,25.305,121.5364,0.8,,,5.1,6.8,,91,1011.3,26.5,0.4
Vector_CWB_FB_C6AH2,2026-05-30 02:00:00,25.305,121.5364,0.9,,,4.9,7.6,,85,1011,26.5,0.21
Vector_CWB_FB_C6AH2,2026-05-30 03:00:00,25.305,121.5364,0.8,,,4.8,7.1,,91,1010.7,26.7,0.45
Vector_CWB_FB_C6AH2,2026-05-30 04:00:00,25.305,121.5364,0.8,,,4.6,8,,87,1010.2,26.7,0.54
Vector_CWB_FB_C6AH2,2026-05-30 05:00:00,25.305,121.5364,0.9,,,4.6,6.8,,87,1010.8,26,0.49
Vector_CWB_FB_C6AH2,2026-05-30 06:00:00,25.305,121.5364,0.9,,,4.7,7.8,,78,1010.9,26.1,0.38
Vector_CWB_FB_C6AH2,2026-05-30 07:00:00,25.305,121.5364,0.8,,,4.4,8.3,,67,1011.1,25.7,0.03
Vector_CWB_FB_C6AH2,2026-05-30 08:00:00,25.305,121.5364,0.9,,,4.8,8.6,,65,1011.6,26,0.15
Vector_CWB_FB_C6AH2,2026-05-30 09:00:00,25.305,121.5364,0.9,,,4.3,8.2,,59,1012.1,26,
Vector_CWB_FB_C6AH2,2026-05-30 10:00:00,25.305,121.5364,0.9,,,4.6,7.8,,67,1011.6,25.3,0.58
Vector_CWB_FB_C6AH2,2026-05-30 11:00:00,25.305,121.5364,0.9,,,5.3,7.5,,64,1012,26.5,1.22
Vector_CWB_FB_C6AH2,2026-05-30 12:00:00,25.305,121.5364,0.8,,,5.1,7.3,,54,1011.8,26.3,0.72
Vector_CWB_FB_C6AH2,2026-05-30 13:00:00,25.305,121.5364,0.9,,,4.8,7.4,,56,1011.4,26.2,0.65
Vector_CWB_FB_C6AH2,2026-05-30 14:00:00,25.305,121.5364,0.8,,,4.8,6.7,,62,1011,26.4,0.18
Vector_CWB_FB_C6AH2,2026-05-30 15:00:00,25.305,121.5364,0.8,,,4.7,6.9,,61,1010.7,26.7,0.6
Vector_CWB_FB_C6AH2,2026-05-30 16:00:00,25.305,121.5364,0.8,,,4.6,7.3,,67,1010.1,26.5,0.71
Vector_CWB_FB_C6AH2,2026-05-30 17:00:00,25.305,121.5364,0.8,,,4.4,7.6,,55,1010.5,25.9,0.5
Vector_CWB_FB_C6AH2,2026-05-30 18:00:00,25.305,121.5364,0.8,,,4.4,7.1,,60,1010.7,26.1,0.35
Vector_CWB_FB_C6AH2,2026-05-30 19:00:00,25.305,121.5364,0.9,,,4.7,7.4,,62,1011.2,25.9,0.22
Vector_CWB_FB_C6AH2,2026-05-30 20:00:00,25.305,121.5364,0.9,,,4.7,7.2,,80,1011.5,25.7,0.14
Vector_CWB_FB_C6AH2,2026-05-30 21:00:00,25.305,121.5364,1,,,5.2,7.2,,81,1011.7,25.9,0.18
Vector_CWB_FB_C6AH2,2026-05-30 22:00:00,25.305,121.5364,0.9,,,5,6.7,,80,1011.9,24.8,0.49
Vector_CWB_FB_C6AH2,2026-05-30 23:00:00,25.305,121.5364,1.1,,,5.4,6,,64,1011.9,25.7,1.2
Vector_CWB_FB_C6AH2,2026-05-31 00:00:00,25.305,121.5364,1.1,,,5.5,6.1,,64,1011.2,26.3,0.97
Vector_CWB_FB_C6AH2,2026-05-31 01:00:00,25.305,121.5364,0.8,,,5.2,6,,64,1010.2,25.6,0.75
Vector_CWB_FB_46708A,2026-05-29 00:00:00,24.8469,121.9256,0.3,,,5.3,1.5,,35,1009.6,27.5,0.12
Vector_CWB_FB_46708A,2026-05-29 01:00:00,24.8469,121.9256,0.3,,,4.9,1.4,,10,1009.1,27.6,0.12
Vector_CWB_FB_46708A,2026-05-29 02:00:00,24.8469,121.9256,0.3,,,4.9,,,,1008.5,28,0.34
Vector_CWB_FB_46708A,2026-05-29 03:00:00,24.8469,121.9256,0.3,,,4.8,5.1,,181,1008.2,27.7,0.75
Vector_CWB_FB_46708A,2026-05-29 04:00:00,24.8469,121.9256,0.3,,,4.2,1.4,,164,1008.4,27.9,0.2
Vector_CWB_FB_46708A,2026-05-29 05:00:00,24.8469,121.9256,0.3,,,4.8,1.8,,166,1008,28,0.27
Vector_CWB_FB_46708A,2026-05-29 06:00:00,24.8469,121.9256,0.3,,,4.2,1.6,,165,1008.6,28.4,0.47
Vector_CWB_FB_46708A,2026-05-29 07:00:00,24.8469,121.9256,0.3,,,5,3.6,,18,1009.7,28.3,0.41
Vector_CWB_FB_46708A,2026-05-29 08:00:00,24.8469,121.9256,0.2,,,4.5,2.7,,360,1010.6,27.7,0.58
Vector_CWB_FB_46708A,2026-05-29 09:00:00,24.8469,121.9256,0.2,,,4.8,,,,1011.1,27.8,0.71
Vector_CWB_FB_46708A,2026-05-29 10:00:00,24.8469,121.9256,0.3,,,4.7,3.6,,57,1010.9,27.6,0.59
Vector_CWB_FB_46708A,2026-05-29 11:00:00,24.8469,121.9256,0.4,,,4.5,8,,12,1010.2,27.6,0.5
Vector_CWB_FB_46708A,2026-05-29 12:00:00,24.8469,121.9256,0.4,,,3.8,7,,23,1010.3,27.3,0.37
Vector_CWB_FB_46708A,2026-05-29 13:00:00,24.8469,121.9256,0.5,,,3.6,7.7,,19,1010,27.5,0.51
Vector_CWB_FB_46708A,2026-05-29 14:00:00,24.8469,121.9256,0.5,,,3.8,6.8,,23,1009.6,27.1,0.87
Vector_CWB_FB_46708A,2026-05-29 15:00:00,24.8469,121.9256,0.5,,,4,7.6,,20,1009.2,27.7,0.96
Vector_CWB_FB_46708A,2026-05-29 16:00:00,24.8469,121.9256,0.6,,,3.7,8.1,,26,1008.7,27.4,0.57
Vector_CWB_FB_46708A,2026-05-29 17:00:00,24.8469,121.9256,0.6,,,3.9,6.4,,19,1008.7,26.7,0.28
Vector_CWB_FB_46708A,2026-05-29 18:00:00,24.8469,121.9256,0.6,,,4.6,5.1,,19,1009.7,26.2,0.43
Vector_CWB_FB_46708A,2026-05-29 19:00:00,24.8469,121.9256,0.6,,,4.8,3,,8,1010.6,26.8,0.48
Vector_CWB_FB_46708A,2026-05-29 20:00:00,24.8469,121.9256,0.6,,,5,3.5,,16,1011.2,26.5,0.59
Vector_CWB_FB_46708A,2026-05-29 21:00:00,24.8469,121.9256,0.7,,,5.3,3.8,,15,1011.8,26.2,0.76
Vector_CWB_FB_46708A,2026-05-29 22:00:00,24.8469,121.9256,0.7,,,5.2,3.1,,346,1012,26.7,0.63
Vector_CWB_FB_46708A,2026-05-29 23:00:00,24.8469,121.9256,0.9,,,5.3,2.7,,322,1011.9,26.8,0.56
Vector_CWB_FB_46708A,2026-05-30 00:00:00,24.8469,121.9256,0.7,,,4.8,1.9,,328,1011.3,26.9,0.4
Vector_CWB_FB_46708A,2026-05-30 01:00:00,24.8469,121.9256,1,,,4.7,3.5,,348,1011.2,26.8,0.24
Vector_CWB_FB_46708A,2026-05-30 02:00:00,24.8469,121.9256,0.9,,,4.7,3.9,,30,1010.6,26.8,0.14
Vector_CWB_FB_46708A,2026-05-30 03:00:00,24.8469,121.9256,0.8,,,4.7,3.1,,33,1010.5,26.8,0.05
Vector_CWB_FB_46708A,2026-05-30 04:00:00,24.8469,121.9256,0.6,,,5,3.4,,343,1010.5,26.9,0.13
Vector_CWB_FB_46708A,2026-05-30 05:00:00,24.8469,121.9256,0.6,,,4.9,3.4,,51,1010.4,26.8,0.39
Vector_CWB_FB_46708A,2026-05-30 06:00:00,24.8469,121.9256,0.6,,,5.1,2.7,,57,1010.7,26.8,0.61
Vector_CWB_FB_46708A,2026-05-30 07:00:00,24.8469,121.9256,0.4,,,5.3,2.2,,69,1011.1,26.8,0.63
Vector_CWB_FB_46708A,2026-05-30 08:00:00,24.8469,121.9256,0.4,,,5.2,2.6,,74,1011.3,26.7,0.79
Vector_CWB_FB_46708A,2026-05-30 09:00:00,24.8469,121.9256,0.4,,,5.1,3.3,,60,1011.5,28,0.86
Vector_CWB_FB_46708A,2026-05-30 10:00:00,24.8469,121.9256,0.4,,,4.9,3.7,,66,1011.5,27.6,0.84
Vector_CWB_FB_46708A,2026-05-30 11:00:00,24.8469,121.9256,0.7,,,5.2,4.7,,62,1011.4,27.5,0.65
Vector_CWB_FB_46708A,2026-05-30 12:00:00,24.8469,121.9256,0.7,,,4.7,4.7,,53,1010.9,27.5,0.34
Vector_CWB_FB_46708A,2026-05-30 13:00:00,24.8469,121.9256,0.7,,,4.5,6.2,,46,1010.4,27.4,0.12
Vector_CWB_FB_46708A,2026-05-30 14:00:00,24.8469,121.9256,0.7,,,4.6,6.2,,54,1010,27.7,0.23
Vector_CWB_FB_46708A,2026-05-30 15:00:00,24.8469,121.9256,0.5,,,4.2,7.8,,48,1009.8,27.1,0.55
Vector_CWB_FB_46708A,2026-05-30 16:00:00,24.8469,121.9256,0.5,,,4.4,7.3,,39,1009.4,27.4,0.68
Vector_CWB_FB_46708A,2026-05-30 17:00:00,24.8469,121.9256,0.6,,,4.6,7.3,,43,1009.6,27.6,0.58
Vector_CWB_FB_46708A,2026-05-30 18:00:00,24.8469,121.9256,0.6,,,4.4,6.9,,39,1010.2,27.4,0.25
Vector_CWB_FB_46708A,2026-05-30 19:00:00,24.8469,121.9256,0.6,,,4.3,5.6,,18,1010.5,27.1,0.05
Vector_CWB_FB_46708A,2026-05-30 20:00:00,24.8469,121.9256,0.6,,,5,4.7,,356,1011,26.4,0.09
Vector_CWB_FB_46708A,2026-05-30 21:00:00,24.8469,121.9256,0.6,,,5.6,3.1,,327,1011.6,27,0.26
Vector_CWB_FB_46708A,2026-05-30 22:00:00,24.8469,121.9256,0.7,,,5.5,2.8,,329,1011.6,27,0.45
Vector_CWB_FB_46708A,2026-05-30 23:00:00,24.8469,121.9256,0.6,,,5.1,3,,9,1011.3,26.7,0.34
Vector_CWB_FB_46708A,2026-05-31 00:00:00,24.8469,121.9256,0.7,,,5,4,,5,1010.4,26.5,0.38
Vector_CWB_FB_46708A,2026-05-31 01:00:00,24.8469,121.9256,0.8,,,5.1,4,,350,1009.7,26.9,0.28
Vector_CWB_FB_C6S94,2026-05-29 00:00:00,22.0753,121.5828,0.6,,,7.3,3.2,,2,1010,28.5,0.49
Vector_CWB_FB_C6S94,2026-05-29 01:00:00,22.0753,121.5828,0.6,,,7.6,3.3,,6,1009.5,28.4,0.48
Vector_CWB_FB_C6S94,2026-05-29 02:00:00,22.0753,121.5828,0.6,,,6.7,3.9,,5,1009.2,28.4,0.48
Vector_CWB_FB_C6S94,2026-05-29 03:00:00,22.0753,121.5828,0.6,,,5.6,2.9,,8,1008.6,28.6,0.47
