target_zh,scientificName,vernacularName,class,decimalLatitude,decimalLongitude,eventDate,year,month,depth_m,individualCount,source
劍旗魚,Xiphias gladius,,Actinopterygii,23.05,121.24,2005-11-21,2005,11,,1,台灣水產試驗所－近海與外海標本數位典藏
劍旗魚,Xiphias gladius,,Actinopterygii,24.51,121.82,1994-01-10,1994,1,,1,臺灣魚類資料庫
劍旗魚,"Xiphias gladius Linnaeus, 1758",,,23.0989,121.38,2023-02-07T11:57:24,2023,2,,1,GBIF
劍旗魚,"Xiphias gladius Linnaeus, 1758",,,24.5486,118.1032,2023-10-20T20:45:38,2023,10,,1,GBIF
叫姑魚,BOLD:AAB2971,,,25.5,119.76,2018-01-06,2018,1,,1,GBIF
叫姑魚,BOLD:AAB2971,,,25.2,118.89,2017-05-18,2017,5,,1,GBIF
叫姑魚,BOLD:AAB2971,,,24.9,118.89,2017-07-20,2017,7,,1,GBIF
叫姑魚,BOLD:AAB2971,,,24.48,118.1,2017-09-06,2017,9,,1,GBIF
叫姑魚,Johnius amblycephalus,,,23.1409,119.9964,2017-12-09T17Z,2017,12,,1,2016-2019年台江國家公園拖網調查
叫姑魚,Johnius amblycephalus,,,23.1776,119.9924,2017-12-09T19Z,2017,12,,1,2016-2019年台江國家公園拖網調查
叫姑魚,Johnius amblycephalus,,,23.0705,119.9498,2017-12-10T10Z,2017,12,,1,2016-2019年台江國家公園拖網調查
叫姑魚,Johnius amblycephalus,,Actinopterygii,22.9,120.06,2001/6/1 00:00:00,2001,6,,1,臺灣周邊底拖網調查資料集
叫姑魚,Johnius amblycephalus,,Actinopterygii,22.32,120.2,2001/11/8 00:00:00,2001,11,,1,臺灣周邊底拖網調查資料集
叫姑魚,Johnius amblycephalus,,Actinopterygii,22.58,120.29,1951-11-15,1951,11,,1,台灣水產試驗所－近海與外海標本數位典藏
叫姑魚,Johnius amblycephalus,,Actinopterygii,22.57,121.17,2006-11-22,2006,11,,1,台灣水產試驗所－近海與外海標本數位典藏
叫姑魚,Johnius amblycephalus,,Actinopterygii,22.48,120.46,1977-07-01,1977,7,,1,國立臺灣博物館
叫姑魚,Johnius amblycephalus,團頭叫姑魚,Actinopterygii,22.01,120.74,2010-09-04,2010,9,,1,國立海洋生物博物館
叫姑魚,Johnius amblycephalus,,Actinopterygii,22.84,120.05,2001-05-25,2001,5,,1,臺灣魚類資料庫
叫姑魚,Johnius amblycephalus,,Actinopterygii,24.51,120.54,2004-09-01,2004,9,,1,臺灣魚類資料庫
叫姑魚,Johnius amblycephalus,,Actinopterygii,22.47,120.43,2005-04-28,2005,4,,1,臺灣魚類資料庫
叫姑魚,Johnius amblycephalus,,Actinopterygii,22.47,120.43,2005-10-07,2005,10,,1,臺灣魚類資料庫
叫姑魚,Johnius amblycephalus,,Actinopterygii,22.9,120.06,2001-06-01,2001,6,,1,臺灣魚類資料庫
叫姑魚,Johnius amblycephalus,,Actinopterygii,22.32,120.2,2001-11-08,2001,11,,1,臺灣魚類資料庫
叫姑魚,Johnius amblycephalus,,Actinopterygii,24.49,120.68,1990-04-10,1990,4,,1,臺灣魚類資料庫
叫姑魚,Johnius amblycephalus,,Actinopterygii,25.17,121.4,1998-08-27,1998,8,,1,臺灣魚類資料庫
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.1579,120.3837,2009-06-10,2009,6,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.1579,120.3837,2009-09-24,2009,9,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.1579,120.3837,2009-07-29,2009,7,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.1579,120.3837,2010-03-24,2010,3,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,23.7029,120.1022,2012-06-07,2012,6,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,23.7029,120.1022,2012-08-21,2012,8,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,23.7029,120.1022,2012-12-15,2012,12,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,23.7029,120.1022,2013-04-24,2013,4,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,23.7029,120.1022,2013-08-06,2013,8,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,23.7029,120.1022,2014-05-22,2014,5,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.1579,120.3837,2017-02-16,2017,2,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.1579,120.3837,2017-04-19,2017,4,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.6179,120.6221,2018-06-23,2018,6,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.1579,120.3837,2018-12-20,2018,12,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.6179,120.6221,2019-03-22,2019,3,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.6179,120.6221,2019-06-18,2019,6,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.6179,120.6221,2019-06-28,2019,6,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.6179,120.6221,2019-07-28,2019,7,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.6179,120.6221,2019-08-12,2019,8,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.6179,120.6221,2019-09-05,2019,9,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.6179,120.6221,2019-09-28,2019,9,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.6179,120.6221,2019-11-20,2019,11,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.6179,120.6221,2019-12-08,2019,12,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,Actinopterygii,24.6179,120.6221,2020-01-18,2020,1,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,,23.8282,120.0741,2023-07-13,2023,7,,1,GBIF
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,,23.8203,120.116,2023-07-13,2023,7,,1,GBIF
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,,24.7844,120.8135,2022-07-01,2022,7,,1,GBIF
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,,25.0503,121.0162,2019-05-27,2019,5,,1,GBIF
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,,24.6145,120.7205,2019-06-18,2019,6,,1,GBIF
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,,23.1438,120.0763,2019-11-04,2019,11,,1,GBIF
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,,23.1148,120.0989,2018-01-12,2018,1,,1,GBIF
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,,23.108,120.0434,2018-11-15,2018,11,,1,GBIF
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,,25.0503,121.0162,2017-07-24,2017,7,,1,GBIF
叫姑魚,"Johnius amblycephalus (Bleeker, 1855)",,,23.1148,120.0989,2017-10-21,2017,10,,1,GBIF
叫姑魚,Johnius belangerii,,,22.8699,120.1621,2016/9/3,2016,9,,1,2016-2019年台江國家公園拖網調查
叫姑魚,Johnius belangerii,,Actinopterygii,24.42,120.49,2002/3/20 00:00:00,2002,3,,1,臺灣周邊底拖網調查資料集
叫姑魚,Johnius belangerii,,Actinopterygii,25.16,121.76,1954-12-01,1954,12,,1,國立臺灣博物館
叫姑魚,Johnius belangerii,皮氏叫姑魚,Actinopterygii,22.47,120.43,2010-03-14,2010,3,,1,國立海洋生物博物館
叫姑魚,Johnius belangerii,,Actinopterygii,24.25,120.52,2005-10-08,2005,10,,1,臺灣魚類資料庫
叫姑魚,Johnius belangerii,,Actinopterygii,24.42,120.49,2002-03-20,2002,3,,1,臺灣魚類資料庫
叫姑魚,Johnius belangerii,,Actinopterygii,23.95,120.31,1989-07-26,1989,7,,1,臺灣魚類資料庫
叫姑魚,Johnius belangerii,,Actinopterygii,24.49,120.68,1989-08-08,1989,8,,1,臺灣魚類資料庫
叫姑魚,Johnius belangerii,,Actinopterygii,25.17,121.4,1998-08-27,1998,8,,1,臺灣魚類資料庫
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.1579,120.3837,2009-09-24,2009,9,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.1579,120.3837,2009-07-29,2009,7,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.1579,120.3837,2010-01-10,2010,1,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.1579,120.3837,2010-03-14,2010,3,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,23.7029,120.1022,2012-03-30,2012,3,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,23.7029,120.1022,2012-06-07,2012,6,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,23.7029,120.1022,2012-08-21,2012,8,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,23.7029,120.1022,2012-12-15,2012,12,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,23.7029,120.1022,2013-02-26,2013,2,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,23.7029,120.1022,2013-04-24,2013,4,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,23.7029,120.1022,2013-08-06,2013,8,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,23.7029,120.1022,2013-12-04,2013,12,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,23.7029,120.1022,2014-05-22,2014,5,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,23.7029,120.1022,2014-07-16,2014,7,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,23.7029,120.1022,2014-09-04,2014,9,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.6179,120.6221,2016-06-27,2016,6,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.1579,120.3837,2017-02-16,2017,2,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.1579,120.3837,2017-04-19,2017,4,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.1579,120.3837,2017-06-10,2017,6,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.6179,120.6221,2018-11-23,2018,11,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.1579,120.3837,2018-12-20,2018,12,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.6179,120.6221,2018-12-31,2018,12,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.6179,120.6221,2019-03-22,2019,3,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.6179,120.6221,2019-04,2019,4,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.6179,120.6221,2019-07-26,2019,7,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.6179,120.6221,2019-07-28,2019,7,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.6179,120.6221,2019-08-12,2019,8,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.6179,120.6221,2019-09-05,2019,9,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.6179,120.6221,2019-09-28,2019,9,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.6179,120.6221,2019-12-08,2019,12,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.6179,120.6221,2019-12-23,2019,12,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.6179,120.6221,2020-01-14,2020,1,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.6179,120.6221,2020-01-18,2020,1,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.6179,120.6221,2020-01-20,2020,1,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.6179,120.6221,2020-02-25,2020,2,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,Actinopterygii,24.6179,120.6221,2020-03-10,2020,3,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,,24.4463,118.3179,2025-08-27T22:33:47,2025,8,,1,GBIF
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,,24.4257,118.2672,2025-09-12T23:43:22,2025,9,,1,GBIF
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,,23.1346,120.0717,2022-02-01,2022,2,,1,GBIF
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,,23.1346,120.0717,2022-03-08,2022,3,,1,GBIF
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,,23.1346,120.0717,2022-08-14,2022,8,,1,GBIF
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,,23.1346,120.0717,2021-09-10,2021,9,,1,GBIF
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,,23.3238,120.1411,2021-10-07,2021,10,,1,GBIF
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,,23.9199,120.1978,2021-11-16,2021,11,,1,GBIF
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,,23.893,120.2036,2021-11-16,2021,11,,1,GBIF
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,,25.1306,121.3004,2020-10-04T00:37,2020,10,,1,GBIF
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,,24.0445,120.2783,2018-12-20,2018,12,,1,GBIF
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,,23.1148,120.0989,2017-08-26,2017,8,,1,GBIF
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,,23.1148,120.0989,2017-10-21,2017,10,,1,GBIF
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,,23.108,120.0434,2017-10-27,2017,10,,1,GBIF
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,,23.435,118.3967,2016-05-27,2016,5,,1,GBIF
叫姑魚,"Johnius belangerii (Cuvier, 1830)",,,22.8699,120.1621,2016-09-03,2016,9,,1,GBIF
叫姑魚,Johnius borneensis,婆羅叫姑魚,Actinopterygii,24.94,121.9,2010-09-06,2010,9,,1,國立海洋生物博物館
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,Actinopterygii,24.1579,120.3837,2009-09-24,2009,9,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,Actinopterygii,24.1579,120.3837,2009-07-29,2009,7,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,Actinopterygii,24.1579,120.3837,2010-01-20,2010,1,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,Actinopterygii,23.7029,120.1022,2013-04-24,2013,4,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,Actinopterygii,23.7029,120.1022,2013-12-04,2013,12,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,Actinopterygii,23.7029,120.1022,2014-05-22,2014,5,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,Actinopterygii,23.7029,120.1022,2014-07-16,2014,7,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,Actinopterygii,24.6179,120.6221,2016-06-27,2016,6,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,Actinopterygii,24.1579,120.3837,2018-12-20,2018,12,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,Actinopterygii,24.6179,120.6221,2019-01-18,2019,1,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,Actinopterygii,24.6179,120.6221,2019-03-22,2019,3,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,Actinopterygii,24.6179,120.6221,2019-07-28,2019,7,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,Actinopterygii,24.6179,120.6221,2019-09-25,2019,9,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,Actinopterygii,24.6179,120.6221,2019-09-28,2019,9,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,Actinopterygii,24.6179,120.6221,2020-03-08,2020,3,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,,23.1346,120.0717,2022-06-09,2022,6,,1,GBIF
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,,23.9199,120.1978,2021-11-16,2021,11,,1,GBIF
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,,23.893,120.2036,2021-11-16,2021,11,,1,GBIF
叫姑魚,"Johnius borneensis (Bleeker, 1851)",,,23.638,120.064,2019-11-17,2019,11,,1,GBIF
叫姑魚,Johnius distinctus,,,23.0538,119.972,2016-07-24T14Z,2016,7,,1,2016-2019年台江國家公園拖網調查
叫姑魚,Johnius distinctus,,,23.0538,119.972,2016/7/23,2016,7,,1,2016-2019年台江國家公園拖網調查
叫姑魚,Johnius distinctus,,,22.8699,120.1621,2016/9/3,2016,9,,1,2016-2019年台江國家公園拖網調查
叫姑魚,Johnius distinctus,,,23.1409,119.9964,2017-12-09T17Z,2017,12,,1,2016-2019年台江國家公園拖網調查
叫姑魚,Johnius distinctus,,,23.1776,119.9924,2017-12-09T19Z,2017,12,,1,2016-2019年台江國家公園拖網調查
叫姑魚,Johnius distinctus,,,23.0705,119.9498,2017-12-10T10Z,2017,12,,1,2016-2019年台江國家公園拖網調查
叫姑魚,Johnius distinctus,,Actinopterygii,24.76,120.35,2002/3/21 00:00:00,2002,3,,1,臺灣周邊底拖網調查資料集
叫姑魚,Johnius distinctus,,Actinopterygii,24.76,120.35,2002/9/2 00:00:00,2002,9,,1,臺灣周邊底拖網調查資料集
叫姑魚,Johnius distinctus,,Actinopterygii,24.47,120.55,2002/12/3 00:00:00,2002,12,,1,臺灣周邊底拖網調查資料集
叫姑魚,Johnius distinctus,,Actinopterygii,24.42,120.49,2002/3/20 00:00:00,2002,3,,1,臺灣周邊底拖網調查資料集
叫姑魚,Johnius distinctus,,Actinopterygii,25.41,121.58,2000/10/23 00:00:00,2000,10,,1,臺灣周邊底拖網調查資料集
叫姑魚,Johnius distinctus,,Actinopterygii,25.41,121.58,2001/2/26 00:00:00,2001,2,,1,臺灣周邊底拖網調查資料集
叫姑魚,Johnius distinctus,,Actinopterygii,24.94,121.9,1997-12-26,1997,12,,1,台灣水產試驗所－近海與外海標本數位典藏
叫姑魚,Johnius distinctus,,Actinopterygii,22.48,120.46,1984-08-16,1984,8,,1,國立臺灣博物館
叫姑魚,Johnius distinctus,鱗鰭叫姑魚,Actinopterygii,24.06,120.43,,,,,1,國立海洋生物博物館
叫姑魚,Johnius distinctus,,Actinopterygii,24.25,120.52,2005-04-29,2005,4,,1,臺灣魚類資料庫
叫姑魚,Johnius distinctus,,Actinopterygii,24.76,120.35,2002-03-21,2002,3,,1,臺灣魚類資料庫
叫姑魚,Johnius distinctus,,Actinopterygii,24.76,120.35,2002-09-02,2002,9,,1,臺灣魚類資料庫
叫姑魚,Johnius distinctus,,Actinopterygii,24.47,120.55,2002-12-03,2002,12,,1,臺灣魚類資料庫
叫姑魚,Johnius distinctus,,Actinopterygii,24.42,120.49,2002-03-20,2002,3,,1,臺灣魚類資料庫
叫姑魚,Johnius distinctus,,Actinopterygii,25.41,121.58,2000-10-23,2000,10,,1,臺灣魚類資料庫
叫姑魚,Johnius distinctus,,Actinopterygii,25.41,121.58,2001-02-26,2001,2,,1,臺灣魚類資料庫
叫姑魚,Johnius distinctus,,Actinopterygii,24.25,120.52,1990-05-01,1990,5,,1,臺灣魚類資料庫
叫姑魚,Johnius distinctus,,Actinopterygii,23.97,120.34,1990-03-26,1990,3,,1,臺灣魚類資料庫
叫姑魚,Johnius distinctus,,Actinopterygii,24.47,120.57,2004-06-15,2004,6,,1,國立海洋科技博物館
叫姑魚,"Johnius distinctus (Tanaka, 1916)",,Actinopterygii,24.1579,120.3837,2010-01-20,2010,1,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius distinctus (Tanaka, 1916)",,Actinopterygii,23.7029,120.1022,2012-06-07,2012,6,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius distinctus (Tanaka, 1916)",,Actinopterygii,23.7029,120.1022,2012-08-21,2012,8,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius distinctus (Tanaka, 1916)",,Actinopterygii,23.7029,120.1022,2012-12-15,2012,12,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius distinctus (Tanaka, 1916)",,Actinopterygii,23.7029,120.1022,2013-02-26,2013,2,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius distinctus (Tanaka, 1916)",,Actinopterygii,23.7029,120.1022,2013-05-22,2013,5,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius distinctus (Tanaka, 1916)",,Actinopterygii,23.7029,120.1022,2013-12-04,2013,12,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius distinctus (Tanaka, 1916)",,Actinopterygii,23.7029,120.1022,2016-03-04,2016,3,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius distinctus (Tanaka, 1916)",,Actinopterygii,23.7029,120.1022,2016-05-14,2016,5,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius distinctus (Tanaka, 1916)",,Actinopterygii,23.7029,120.1022,2016-08-14,2016,8,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius distinctus (Tanaka, 1916)",,Actinopterygii,24.1579,120.3837,2017-02-16,2017,2,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius distinctus (Tanaka, 1916)",,Actinopterygii,24.1579,120.3837,2017-04-19,2017,4,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius distinctus (Tanaka, 1916)",,Actinopterygii,24.1579,120.3837,2018-12-20,2018,12,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius distinctus (Tanaka, 1916)",,Actinopterygii,24.6179,120.6221,2019-03-22,2019,3,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
叫姑魚,"Johnius distinctus (Tanaka, 1916)",,Actinopterygii,24.6179,120.6221,2019-04,2019,4,,1,台灣中西部沿岸海域拖網調查叫姑魚屬資料集
